currTime,TotalEnergyConsumption,TotalEnvCost
1102606,2030720,1197605
1102634,2030775,1197610
1102787,2031050,1197640
1102922,2031300,1197665
1102942,2031340,1197670
1102983,2031415,1197675
1103087,2031610,1197695
1103466,2032310,1197765
1103559,2032480,1197780
1103644,2032640,1197800
1103707,2032755,1197810
1103720,2032780,1197810
1103789,2032910,1197825
1103820,2032965,1197830
1103844,2033010,1197835
1103865,2033050,1197840
1103881,2033085,1197840
1103890,2033100,1197845
1103919,2033155,1197850
1103963,2033240,1197860
1104277,2033840,1197920
1104467,2034195,1197955
1104549,2034345,1197970
1104621,2034480,1197980
1104636,2034505,1197985
1104817,2034835,1198020
1104890,2034965,1198030
1104951,2035075,1198040
1105007,2035175,1198050
1105191,2035510,1198085
1105262,2035640,1198100
1105452,2035990,1198135
1105652,2036360,1198170
1105863,2036745,1198210
1105880,2036775,1198210
1105910,2036835,1198215
1106089,2037165,1198250
1106247,2037455,1198280
1106301,2037550,1198290
1106302,2037555,1198290
1106367,2037675,1198300
1106380,2037700,1198305
1106809,2038500,1198385
1107233,2039275,1198460
1107286,2039370,1198470
1107327,2039445,1198480
1107559,2039870,1198520
1107593,2039930,1198525
1107873,2040445,1198580
1107888,2040470,1198580
1107962,2040605,1198595
1107963,2040605,1198595
1108016,2040705,1198605
1108119,2040895,1198625
1108135,2040925,1198625
1108136,2040925,1198625
1108290,2041220,1198655
1108331,2041295,1198665
1108332,2041295,1198665
1108406,2041440,1198680
1108510,2041635,1198700
1108545,2041700,1198705
1108595,2041795,1198715
1108813,2042195,1198755
1108862,2042285,1198765
1108943,2042435,1198780
1109174,2042855,1198820
1109244,2042980,1198830
1109305,2043085,1198845
1109399,2043255,1198860
1109583,2043590,1198895
1109624,2043665,1198900
1109801,2043990,1198935
1110128,2044580,1198990
1110147,2044615,1198995
1110222,2044750,1199010
1110228,2044760,1199010
1110592,2045420,1199075
1110594,2045425,1199075
1110613,2045460,1199080
1110680,2045585,1199095
1110832,2045865,1199120
1110868,2045935,1199130
1110894,2045980,1199130
1110925,2046040,1199140
1111091,2046350,1199170
1111176,2046505,1199185
1111211,2046565,1199190
1111212,2046570,1199190
1111242,2046625,1199195
1111335,2046800,1199215
1111365,2046855,1199220
1111373,2046870,1199220
1111410,2046940,1199230
1111550,2047205,1199255
1111586,2047275,1199260
1111607,2047315,1199265
1111848,2047770,1199310
1111895,2047860,1199320
1111926,2047920,1199325
1112039,2048135,1199350
1112276,2048580,1199390
1112306,2048640,1199400
1112332,2048690,1199405
1112538,2049085,1199440
1112542,2049090,1199445
1112573,2049150,1199450
1112716,2049415,1199475
1112736,2049455,1199480
1112757,2049495,1199485
1112864,2049690,1199505
1113016,2049975,1199530
1113020,2049980,1199530
1113043,2050025,1199535
1113064,2050065,1199540
1113091,2050115,1199545
1113241,2050395,1199575
1113253,2050415,1199575
1113260,2050430,1199575
1113298,2050500,1199585
1113325,2050550,1199590
1113368,2050630,1199595
1113496,2050875,1199620
1113689,2051235,1199660
1113730,2051310,1199665
1113845,2051525,1199685
1113860,2051555,1199690
1113898,2051625,1199695
1113967,2051755,1199710
1114031,2051875,1199720
1114123,2052050,1199740
1114127,2052055,1199740
1114233,2052255,1199760
1114257,2052300,1199765
1114289,2052355,1199770
1114362,2052495,1199785
1114419,2052605,1199795
1114425,2052615,1199795
1114456,2052675,1199800
1114545,2052845,1199820
1114568,2052890,1199825
1114679,2053105,1199845
1114731,2053205,1199855
1114742,2053225,1199855
1114758,2053255,1199860
1114880,2053490,1199885
1114986,2053690,1199905
1115017,2053750,1199910
1115120,2053950,1199930
1115244,2054185,1199955
1115289,2054270,1199960
1115483,2054640,1200000
1115515,2054700,1200005
1115527,2054725,1200005
1115583,2054830,1200015
1115748,2055145,1200050
1115847,2055335,1200070
1115891,2055420,1200075
1115999,2055625,1200095
1116015,2055655,1200100
1116108,2055830,1200115
1116167,2055945,1200130
1116319,2056235,1200160
1116385,2056365,1200170
1116505,2056590,1200195
1116584,2056745,1200210
1116615,2056805,1200215
1116718,2057000,1200235
1116777,2057110,1200245
1116778,2057110,1200245
1116788,2057130,1200245
1116944,2057425,1200275
1117127,2057775,1200310
1117199,2057915,1200325
1117258,2058025,1200335
1117286,2058080,1200340
1117412,2058320,1200365
1117415,2058325,1200365
1117716,2058905,1200425
1117857,2059170,1200450
1118000,2059435,1200480
1118050,2059530,1200485
1118198,2059815,1200515
1118330,2060060,1200540
1118362,2060120,1200545
1118473,2060330,1200565
1118607,2060580,1200590
1118887,2061100,1200645
1118926,2061175,1200650
1119080,2061455,1200680
1119151,2061585,1200695
1119160,2061605,1200695
1119201,2061680,1200700
1119225,2061725,1200705
1119239,2061750,1200710
1119273,2061815,1200715
1119290,2061850,1200720
1119295,2061860,1200720
1119342,2061950,1200730
1119440,2062140,1200750
1119442,2062140,1200750
1119494,2062245,1200760
1120085,2063350,1200870
1120255,2063660,1200900
1120322,2063785,1200910
1120493,2064095,1200945
1120558,2064215,1200955
1120663,2064405,1200975
1120741,2064550,1200990
1120937,2064910,1201025
1121041,2065100,1201045
1121066,2065145,1201050
1121101,2065210,1201055
1121195,2065385,1201075
1121267,2065520,1201085
1121517,2065980,1201130
1121634,2066190,1201155
1121641,2066205,1201155
1121660,2066240,1201160
1121661,2066240,1201160
1121726,2066360,1201170
1121766,2066435,1201175
1121911,2066700,1201205
1121953,2066775,1201210
1122051,2066955,1201230
1122065,2066980,1201230
1122081,2067010,1201235
1122156,2067150,1201250
1122190,2067215,1201255
1122220,2067270,1201260
1122554,2067895,1201325
1122834,2068410,1201375
1122932,2068590,1201395
1122958,2068640,1201400
1123010,2068735,1201410
1123057,2068825,1201415
1123098,2068900,1201425
1123367,2069405,1201475
1123376,2069425,1201475
1123434,2069535,1201485
1123444,2069550,1201490
1123525,2069705,1201505
1123661,2069960,1201530
1123744,2070120,1201545
1123812,2070245,1201560
1123899,2070405,1201575
1124011,2070615,1201595
1124105,2070795,1201615
1124157,2070890,1201625
1124309,2071175,1201650
1124327,2071205,1201655
1124628,2071765,1201710
1124632,2071775,1201710
1124647,2071800,1201715
1124655,2071815,1201715
1124720,2071940,1201730
1124722,2071945,1201730
1124727,2071955,1201730
1124731,2071960,1201730
1124794,2072085,1201745
1124863,2072220,1201755
1124978,2072440,1201780
1125275,2073000,1201835
1125281,2073010,1201835
1125529,2073475,1201880
1125559,2073530,1201885
1125567,2073545,1201890
1125596,2073600,1201895
1125835,2074055,1201940
1126058,2074470,1201980
1126200,2074735,1202010
1126243,2074815,1202015
1126271,2074870,1202020
1126275,2074875,1202020
1126280,2074885,1202025
1126353,2075030,1202035
1126430,2075175,1202050
1126638,2075575,1202090
1126650,2075595,1202095
1126726,2075740,1202110
1126950,2076155,1202150
1127074,2076380,1202170
1127273,2076740,1202210
1127584,2077300,1202265
1127623,2077370,1202270
1127682,2077475,1202280
1127718,2077540,1202290
1127929,2077925,1202325
1127949,2077960,1202330
1127957,2077975,1202330
1127965,2077990,1202335
1128225,2078475,1202380
1128279,2078575,1202390
1128396,2078790,1202415
1128417,2078830,1202415
1128499,2078980,1202430
1128799,2079535,1202490
1129030,2079950,1202530
1129052,2079990,1202535
1129170,2080205,1202555
1129312,2080465,1202580
1129364,2080560,1202590
1129429,2080675,1202600
1129498,2080800,1202615
1129684,2081140,1202650
1129739,2081240,1202660
1129776,2081310,1202665
1129859,2081460,1202680
1129921,2081575,1202690
1130075,2081860,1202720
1130411,2082470,1202780
1130783,2083150,1202850
1130839,2083250,1202860
1130860,2083290,1202865
1131035,2083610,1202895
1131120,2083765,1202910
1131195,2083905,1202925
1131242,2083990,1202935
1131271,2084045,1202940
1131337,2084170,1202950
1131404,2084295,1202965
1131422,2084325,1202965
1131479,2084435,1202980
1131493,2084460,1202980
1131494,2084465,1202980
1131519,2084515,1202985
1131528,2084530,1202985
1131555,2084585,1202995
1131675,2084820,1203015
1131812,2085085,1203045
1131893,2085235,1203060
1132079,2085590,1203095
1132280,2085965,1203130
1132409,2086210,1203155
1132435,2086255,1203160
1132457,2086300,1203165
1132510,2086400,1203175
1132547,2086470,1203180
1132741,2086835,1203220
1132768,2086885,1203225
1133018,2087335,1203270
1133108,2087495,1203285
1133205,2087670,1203300
1133284,2087810,1203315
1133326,2087885,1203325
1133375,2087975,1203330
1133466,2088140,1203350
1133500,2088205,1203355
1133640,2088460,1203380
1134012,2089140,1203450
1134032,2089180,1203450
1134445,2089920,1203525
1134494,2090010,1203535
1134544,2090100,1203545
1135349,2091525,1203685
1135612,2091990,1203735
1135696,2092140,1203750
1135777,2092285,1203765
1135852,2092420,1203775
1135884,2092475,1203780
1136023,2092730,1203805
1136182,2093015,1203835
1136307,2093240,1203860
1136463,2093520,1203885
1136466,2093525,1203885
1136505,2093600,1203895
1136554,2093685,1203905
1137109,2094680,1204000
1137143,2094740,1204010
1137145,2094745,1204010
1137170,2094790,1204015
1137185,2094815,1204015
1137602,2095580,1204090
1137624,2095620,1204095
1137726,2095805,1204115
1137749,2095845,1204120
1137841,2096020,1204135
1137889,2096105,1204145
1138024,2096355,1204170
1138097,2096490,1204185
1138133,2096555,1204190
1138281,2096835,1204220
1138293,2096855,1204220
1138419,2097090,1204245
1138460,2097165,1204250
1138633,2097490,1204285
1138727,2097670,1204300
1138776,2097765,1204310
1138947,2098085,1204345
1139042,2098265,1204360
1139050,2098280,1204360
1139195,2098550,1204390
1139253,2098660,1204400
1139524,2099165,1204450
1139577,2099265,1204460
1139584,2099275,1204460
1139630,2099360,1204470
1139835,2099745,1204510
1139894,2099855,1204520
1139966,2099990,1204535
1140022,2100090,1204545
1140106,2100250,1204560
1140223,2100465,1204580
1140397,2100785,1204615
1140469,2100920,1204625
1140504,2100985,1204630
1140859,2101635,1204700
1140870,2101655,1204700
1140875,2101665,1204700
1140980,2101860,1204720
1141010,2101915,1204725
1141134,2102145,1204750
1141145,2102165,1204750
1141326,2102495,1204785
1141373,2102580,1204790
1141469,2102760,1204810
1141493,2102800,1204815
1141546,2102900,1204825
1141641,2103075,1204840
1141678,2103145,1204850
1141703,2103195,1204855
1141717,2103220,1204855
1141964,2103685,1204905
1142073,2103885,1204925
1142094,2103925,1204925
1142308,2104320,1204965
1142694,2105035,1205040
1142810,2105245,1205060
1143037,2105665,1205100
1143040,2105670,1205100
1143169,2105905,1205125
1143234,2106025,1205135
1143352,2106245,1205160
1143485,2106490,1205185
1143601,2106705,1205205
1143603,2106705,1205205
1143685,2106860,1205220
1143990,2107415,1205275
1144045,2107515,1205285
1144200,2107795,1205315
1144304,2107985,1205335
1144316,2108005,1205335
1144409,2108180,1205350
1144488,2108325,1205365
1144510,2108365,1205370
1144628,2108590,1205395
1144683,2108690,1205405
1144858,2109020,1205435
1144979,2109240,1205460
1145099,2109460,1205480
1145342,2109905,1205525
1145638,2110435,1205580
1145647,2110455,1205580
1145800,2110730,1205605
1145827,2110780,1205610
1145919,2110945,1205630
1145933,2110970,1205630
1145938,2110980,1205630
1145998,2111090,1205645
1146020,2111130,1205645
1146160,2111395,1205675
1146202,2111470,1205680
1146411,2111860,1205720
1146447,2111930,1205725
1146545,2112115,1205745
1146564,2112150,1205750
1146644,2112300,1205765
1146758,2112520,1205785
1146808,2112615,1205795
1146820,2112635,1205800
1147130,2113210,1205855
1147189,2113320,1205865
1147206,2113350,1205870
1147309,2113540,1205890
1147578,2114035,1205940
1147932,2114685,1206005
1148244,2115250,1206060
1148257,2115275,1206060
1148287,2115330,1206065
1148302,2115355,1206070
1148618,2115935,1206130
1148779,2116230,1206155
1148793,2116255,1206160
1148892,2116435,1206180
1148985,2116610,1206195
1148997,2116630,1206195
1149202,2117005,1206235
1149308,2117200,1206255
1149327,2117235,1206260
1149698,2117910,1206325
1149790,2118075,1206340
1150058,2118560,1206390
1150095,2118625,1206395
1150247,2118905,1206425
1150482,2119335,1206470
1150941,2120160,1206550
1151147,2120530,1206585
1151228,2120675,1206600
1151272,2120755,1206610
1151309,2120820,1206615
1151436,2121050,1206640
1151475,2121120,1206645
1151612,2121370,1206670
1151647,2121435,1206680
1151699,2121530,1206685
1151768,2121655,1206700
1151962,2122005,1206735
1151963,2122010,1206735
1152045,2122155,1206750
1152317,2122645,1206800
1152337,2122680,1206800
1152381,2122760,1206810
1152412,2122815,1206815
1152485,2122950,1206830
1152551,2123070,1206840
1152570,2123105,1206845
1152610,2123175,1206850
1152643,2123240,1206860
1152803,2123540,1206890
1152835,2123600,1206895
1152836,2123600,1206895
1152847,2123620,1206895
1153023,2123960,1206930
1153071,2124050,1206940
1153290,2124465,1206980
1153751,2125325,1207065
1153832,2125475,1207080
1153866,2125540,1207090
1154041,2125860,1207120
1154054,2125885,1207125
1154148,2126060,1207140
1154201,2126160,1207150
1154230,2126210,1207155
1154351,2126435,1207180
1154424,2126570,1207190
1154464,2126640,1207200
1154691,2127060,1207240
1154766,2127200,1207255
1155079,2127765,1207310
1155177,2127940,1207330
1155326,2128210,1207355
1155366,2128285,1207365
1155370,2128290,1207365
1155465,2128465,1207380
1155543,2128610,1207395
1155630,2128770,1207410
1155680,2128865,1207420
1155723,2128945,1207430
1155782,2129055,1207440
1155849,2129185,1207455
1156031,2129525,1207485
1156099,2129650,1207500
1156294,2130005,1207535
1156379,2130160,1207550
1156516,2130405,1207575
1156534,2130440,1207580
1156855,2131030,1207635
1156874,2131065,1207640
1157092,2131455,1207680
1157139,2131540,1207690
1157173,2131600,1207695
1157358,2131935,1207725
1157499,2132185,1207755
1157680,2132510,1207785
1157897,2132900,1207825
1157937,2132970,1207830
1157939,2132975,1207830
1157984,2133055,1207840
1158037,2133155,1207850
1158166,2133390,1207875
1158190,2133435,1207880
1158257,2133555,1207890
1158259,2133560,1207890
1158377,2133780,1207910
1158487,2133980,1207930
1158770,2134500,1207985
1158947,2134820,1208015
1159055,2135015,1208035
1159301,2135465,1208080
1159315,2135490,1208085
1159457,2135750,1208110
1159479,2135790,1208115
1159889,2136535,1208190
1160097,2136905,1208225
1160343,2137340,1208270
1160426,2137485,1208285
1160500,2137620,1208295
1160606,2137805,1208315
1160615,2137825,1208315
1160767,2138100,1208345
1160847,2138240,1208360
1160869,2138280,1208360
1161080,2138660,1208400
1161110,2138715,1208405
1161173,2138830,1208415
1161413,2139260,1208460
1161492,2139405,1208475
1161530,2139475,1208480
1161562,2139535,1208485
1161777,2139930,1208525
1161825,2140015,1208535
1161901,2140160,1208550
1161931,2140215,1208555
1162009,2140360,1208570
1162029,2140400,1208575
1162041,2140420,1208575
1162046,2140430,1208575
1162117,2140570,1208590
1162211,2140750,1208610
1162220,2140770,1208610
1162403,2141115,1208645
1162512,2141320,1208665
1162576,2141440,1208680
1162589,2141465,1208680
1162663,2141605,1208695
1162687,2141650,1208700
1162779,2141825,1208715
1162856,2141970,1208730
1163196,2142600,1208795
1163252,2142705,1208805
1163355,2142895,1208825
1163561,2143275,1208860
1163769,2143660,1208900
1163877,2143860,1208920
1163899,2143905,1208925
1163914,2143930,1208925
1164023,2144140,1208950
1164055,2144200,1208955
1164240,2144550,1208990
1164349,2144755,1209010
1164429,2144905,1209025
1164523,2145080,1209040
1164850,2145670,1209100
1165092,2146105,1209145
1165125,2146160,1209150
1165159,2146225,1209155
1165182,2146265,1209160
1165296,2146475,1209180
1165331,2146540,1209190
1165435,2146730,1209205
1165620,2147060,1209240
1165670,2147150,1209250
1165772,2147335,1209270
1166228,2148160,1209350
1166348,2148375,1209370
1166659,2148930,1209425
1166896,2149355,1209470
1166897,2149355,1209470
1166973,2149495,1209485
1166990,2149525,1209485
1167032,2149600,1209495
1167088,2149705,1209505
1167111,2149745,1209510
1167147,2149815,1209515
1167249,2150005,1209535
1167311,2150120,1209545
1167454,2150390,1209575
1167630,2150725,1209605
1167662,2150780,1209610
1167732,2150915,1209625
1167788,2151020,1209635
1167969,2151355,1209670
1167982,2151375,1209670
1168166,2151715,1209705
1168395,2152125,1209745
1168410,2152155,1209750
1168564,2152435,1209780
1168748,2152770,1209810
1168797,2152855,1209820
1168865,2152980,1209830
1168895,2153035,1209840
1168991,2153210,1209855
1169125,2153450,1209880
1169199,2153580,1209890
1169209,2153600,1209895
1169289,2153745,1209910
1169402,2153950,1209930
1169550,2154215,1209955
1169595,2154295,1209965
1169692,2154470,1209980
1169718,2154520,1209985
1170137,2155265,1210060
1170669,2156205,1210155
1170884,2156585,1210190
1171051,2156875,1210220
1171147,2157050,1210240
1171251,2157235,1210260
1171404,2157510,1210285
1171500,2157685,1210305
1171546,2157770,1210310
1171693,2158040,1210340
1171757,2158155,1210350
1171773,2158185,1210355
1171784,2158205,1210355
1171934,2158480,1210380
1172006,2158615,1210395
1172019,2158635,1210400
1172071,2158730,1210405
1172072,2158735,1210410
1172195,2158965,1210430
1172255,2159075,1210440
1172314,2159185,1210455
1172315,2159185,1210455
1172326,2159205,1210455
1172363,2159275,1210460
1172555,2159635,1210500
1172670,2159855,1210520
1172724,2159955,1210530
1172898,2160285,1210565
1172937,2160360,1210570
1172968,2160420,1210575
1172998,2160475,1210580
1173098,2160665,1210600
1173308,2161060,1210640
1173409,2161250,1210660
1173780,2161930,1210725
1173963,2162255,1210760
1174085,2162480,1210780
1174087,2162480,1210780
1174192,2162675,1210800
1174355,2162975,1210830
1174408,2163070,1210840
1174464,2163175,1210850
1174523,2163285,1210865
1174805,2163810,1210915
1174921,2164020,1210935
1174925,2164025,1210935
1174936,2164045,1210940
1174944,2164060,1210940
1174964,2164100,1210945
1175007,2164180,1210950
1175054,2164270,1210960
1175207,2164565,1210990
1175278,2164700,1211005
1175385,2164900,1211025
1175662,2165425,1211075
1175799,2165675,1211100
1175830,2165735,1211110
1175894,2165850,1211120
1176217,2166440,1211180
1176246,2166490,1211185
1176364,2166710,1211205
1176395,2166765,1211210
1176421,2166815,1211215
1176484,2166930,1211225
1176515,2166990,1211235
1176655,2167250,1211260
1176679,2167295,1211265
1176710,2167350,1211270
1176718,2167365,1211270
1176786,2167495,1211285
1176944,2167790,1211315
1176991,2167880,1211320
1177270,2168390,1211375
1177321,2168485,1211385
1177390,2168610,1211395
1177393,2168620,1211395
1177611,2169020,1211435
1177948,2169635,1211500
1178101,2169915,1211525
1178159,2170020,1211535
1178224,2170140,1211550
1178593,2170815,1211615
1178634,2170890,1211625
1179047,2171630,1211695
1179338,2172150,1211750
1179383,2172230,1211755
1179395,2172250,1211760
1179441,2172335,1211770
1179486,2172420,1211775
1179494,2172435,1211780
1179602,2172635,1211800
1179634,2172695,1211805
1179847,2173085,1211845
1180054,2173475,1211880
1180129,2173615,1211895
1180247,2173830,1211915
1180253,2173845,1211920
1180608,2174495,1211985
1180850,2174930,1212025
1181130,2175435,1212080
1181168,2175500,1212085
1181209,2175575,1212090
1181236,2175625,1212095
1181424,2175970,1212130
1181509,2176125,1212145
1181726,2176525,1212185
1181759,2176585,1212195
1181786,2176635,1212200
1181867,2176785,1212215
1181876,2176800,1212215
1181895,2176835,1212220
1181987,2177010,1212235
1182105,2177240,1212260
1182170,2177365,1212270
1182191,2177405,1212275
1182194,2177410,1212275
1182364,2177745,1212310
1182689,2178355,1212370
1182690,2178355,1212370
1182719,2178410,1212375
1182730,2178430,1212375
1182742,2178455,1212380
1182901,2178755,1212410
1183006,2178950,1212430
1183053,2179035,1212440
1183238,2179375,1212470
1183308,2179505,1212485
1183481,2179820,1212515
1183618,2180070,1212540
1184026,2180800,1212615
1184393,2181460,1212680
1184405,2181480,1212680
1184436,2181535,1212690
1184483,2181620,1212695
1184602,2181840,1212720
1184633,2181895,1212725
1184673,2181970,1212730
1184811,2182230,1212755
1184961,2182510,1212785
1185012,2182605,1212795
1185042,2182665,1212800
1185057,2182695,1212805
1185121,2182815,1212815
1185156,2182885,1212825
1185188,2182945,1212830
1185300,2183160,1212850
1185391,2183335,1212870
1185392,2183340,1212870
1185423,2183400,1212875
1185467,2183485,1212885
1185519,2183585,1212895
1185566,2183680,1212900
1185581,2183710,1212905
1185584,2183715,1212905
1185657,2183860,1212920
1185661,2183865,1212920
1185729,2184000,1212935
1185731,2184005,1212935
1185795,2184130,1212945
1186268,2185030,1213035
1186400,2185270,1213060
1186547,2185540,1213090
1186640,2185710,1213105
1186747,2185905,1213125
1186921,2186225,1213155
1187083,2186520,1213185
1187421,2187125,1213245
1187581,2187410,1213275
1187648,2187525,1213285
1187766,2187740,1213310
1187783,2187770,1213310
1187912,2188005,1213335
1187916,2188015,1213335
1188084,2188325,1213365
1188162,2188465,1213380
1188259,2188645,1213400
1188500,2189085,1213445
1188802,2189635,1213500
1188883,2189780,1213510
1188937,2189880,1213520
1188951,2189905,1213525
1188952,2189905,1213525
1188988,2189975,1213530
1189106,2190190,1213555
1189143,2190260,1213560
1189185,2190340,1213570
1189199,2190365,1213570
1189272,2190500,1213585
1189405,2190745,1213610
1189442,2190810,1213615
1189453,2190830,1213615
1189490,2190900,1213625
1189587,2191080,1213640
1189725,2191335,1213665
1189838,2191540,1213690
1189942,2191730,1213705
1189981,2191805,1213715
1190059,2191945,1213730
1190184,2192175,1213750
1190310,2192405,1213775
1190329,2192440,1213780
1190361,2192495,1213785
1190391,2192550,1213790
1190403,2192575,1213790
1190508,2192770,1213810
1190631,2192995,1213835
1190754,2193220,1213855
1190772,2193250,1213860
1190805,2193310,1213865
1190824,2193350,1213870
1190946,2193575,1213890
1191438,2194460,1213980
1191596,2194740,1214010
1191597,2194745,1214010
1191913,2195310,1214065
1191915,2195315,1214065
1191939,2195360,1214070
1191970,2195415,1214075
1191973,2195420,1214075
1192035,2195535,1214090
1192095,2195650,1214100
1192231,2195900,1214125
1192325,2196075,1214140
1192489,2196375,1214170
1192498,2196395,1214175
1192717,2196795,1214215
1193171,2197625,1214295
1193189,2197660,1214300
1193324,2197905,1214325
1193395,2198035,1214340
1193461,2198155,1214350
1193584,2198385,1214375
1193777,2198745,1214410
1193881,2198935,1214430
1193895,2198965,1214430
1193900,2198975,1214430
1194012,2199180,1214450
1194082,2199310,1214465
1194114,2199370,1214470
1194122,2199385,1214475
1194184,2199505,1214485
1194276,2199675,1214500
1194278,2199680,1214500
1194625,2200325,1214565
1194633,2200340,1214570
1194774,2200600,1214595
1195136,2201255,1214660
1195352,2201650,1214700
1195488,2201895,1214725
1195599,2202095,1214745
1195686,2202250,1214760
1195779,2202420,1214775
1195836,2202520,1214785
1195884,2202610,1214795
1195896,2202635,1214795
1195981,2202790,1214815
1196004,2202835,1214820
1196079,2202970,1214830
1196116,2203040,1214840
1196133,2203070,1214840
1196328,2203425,1214875
1196439,2203630,1214895
1196544,2203825,1214915
1196630,2203980,1214930
1196664,2204045,1214940
1196759,2204220,1214955
1197030,2204715,1215005
1197182,2204995,1215035
1197274,2205165,1215050
1197318,2205245,1215060
1197326,2205260,1215060
1197350,2205305,1215065
1197966,2206430,1215175
1198268,2206975,1215230
1198441,2207285,1215265
1198689,2207730,1215305
1199015,2208315,1215365
1199021,2208325,1215365
1199087,2208445,1215380
1199095,2208460,1215380
1199227,2208700,1215405
1199344,2208910,1215425
1199357,2208935,1215430
1199443,2209090,1215445
1199545,2209275,1215460
1199550,2209285,1215465
1199560,2209305,1215465
1199713,2209590,1215495
1199777,2209705,1215505
1199991,2210100,1215545
1200047,2210205,1215555
1200213,2210510,1215585
1200261,2210600,1215595
1200301,2210675,1215600
1200373,2210805,1215615
1200508,2211060,1215640
1200559,2211155,1215650
1200582,2211200,1215655
1200643,2211315,1215665
1200706,2211435,1215675
1201027,2212020,1215735
1201232,2212390,1215775
1201364,2212625,1215795
1201484,2212840,1215820
1201516,2212900,1215825
1201831,2213470,1215880
1201902,2213600,1215895
1201927,2213645,1215900
1202053,2213875,1215920
1202067,2213900,1215925
1202089,2213940,1215930
1202271,2214270,1215960
1202377,2214460,1215980
1202432,2214560,1215990
1202520,2214715,1216005
1202564,2214795,1216015
1202657,2214965,1216030
1202663,2214975,1216030
1202799,2215225,1216055
1202984,2215560,1216090
1203089,2215750,1216110
1203189,2215930,1216125
1203190,2215930,1216125
1203300,2216130,1216145
1203348,2216215,1216155
1203368,2216250,1216160
1203647,2216755,1216210
1203665,2216785,1216215
1203906,2217215,1216255
1203907,2217215,1216255
1204215,2217765,1216310
1204303,2217920,1216325
1204353,2218010,1216335
1204417,2218125,1216345
1204468,2218215,1216355
1204536,2218340,1216370
1204540,2218345,1216370
1204599,2218455,1216380
1204619,2218490,1216385
1204668,2218585,1216395
1204687,2218620,1216395
1204702,2218645,1216400
1204704,2218650,1216400
1204707,2218655,1216400
1204791,2218820,1216415
1204979,2219175,1216450
1204982,2219185,1216455
1205112,2219430,1216475
1205172,2219545,1216490
1205174,2219550,1216490
1205201,2219600,1216495
1205232,2219660,1216500
1205249,2219695,1216505
1205279,2219750,1216510
1205465,2220115,1216545
1205492,2220165,1216550
1205531,2220240,1216560
1205611,2220395,1216575
1206135,2221390,1216675
1206174,2221465,1216680
1206232,2221570,1216690
1206281,2221665,1216700
1206401,2221890,1216725
1206496,2222065,1216740
1206523,2222115,1216745
1206530,2222130,1216745
1206582,2222230,1216755
1206737,2222520,1216785
1206787,2222615,1216795
1206910,2222845,1216820
1206987,2222995,1216835
1206990,2223000,1216835
1207117,2223240,1216860
1207248,2223485,1216885
1207417,2223800,1216915
1207445,2223855,1216920
1207534,2224020,1216935
1207873,2224640,1217000
1208054,2224965,1217030
1208114,2225075,1217040
1208173,2225180,1217050
1208251,2225325,1217065
1208316,2225445,1217080
1208397,2225595,1217095
1208413,2225625,1217095
1208479,2225745,1217110
1208611,2225990,1217135
1208754,2226255,1217160
1208900,2226525,1217185
1208905,2226535,1217190
1208931,2226585,1217195
1208962,2226645,1217200
1209077,2226860,1217220
1209099,2226900,1217225
1209112,2226925,1217225
1209500,2227635,1217300
1209510,2227655,1217300
1209693,2227990,1217335
1210574,2229545,1217490
1210872,2230070,1217540
1211020,2230330,1217565
1211212,2230670,1217600
1211289,2230810,1217615
1211424,2231050,1217640
1211500,2231190,1217655
1211734,2231615,1217695
1211974,2232045,1217740
1212043,2232170,1217750
1212066,2232210,1217755
1212114,2232300,1217765
1212162,2232390,1217775
1212459,2232935,1217825
1212584,2233160,1217850
1212882,2233700,1217905
1212950,2233825,1217915
1212988,2233895,1217925
1213192,2234265,1217960
1213212,2234305,1217965
1213413,2234675,1218000
1213446,2234740,1218010
1213543,2234920,1218025
1213548,2234930,1218025
1213564,2234960,1218030
1213735,2235280,1218060
1213985,2235745,1218110
1214153,2236055,1218140
1214296,2236315,1218165
1214300,2236325,1218165
1214709,2237065,1218240
1214727,2237100,1218245
1214929,2237465,1218280
1215022,2237630,1218295
1215126,2237815,1218315
1215164,2237885,1218320
1215304,2238135,1218350
1215368,2238250,1218360
1215421,2238350,1218370
1215505,2238505,1218385
1215721,2238900,1218425
1215773,2238990,1218435
1215799,2239040,1218440
1215823,2239085,1218445
1215829,2239095,1218445
1215895,2239220,1218455
1215955,2239330,1218465
1215960,2239340,1218470
1216127,2239655,1218500
1216208,2239805,1218515
1216228,2239845,1218520
1216483,2240325,1218565
1216567,2240480,1218580
1216636,2240605,1218595
1216650,2240630,1218595
1216746,2240810,1218615
1216790,2240890,1218625
1216867,2241035,1218640
1216896,2241090,1218645
1217219,2241695,1218705
1217329,2241900,1218725
1217515,2242245,1218760
1217677,2242540,1218790
1217952,2243040,1218840
1218071,2243260,1218860
1218072,2243260,1218860
1218085,2243285,1218865
1218140,2243385,1218875
1218222,2243535,1218890
1218413,2243885,1218925
1218436,2243930,1218925
1218549,2244135,1218950
1218560,2244155,1218950
1218587,2244200,1218955
1218591,2244210,1218955
1218661,2244340,1218970
1218763,2244530,1218985
1218856,2244700,1219005
1218875,2244735,1219010
1218998,2244960,1219030
1219060,2245075,1219040
1219237,2245400,1219075
1219278,2245475,1219080
1219533,2245950,1219130
1219572,2246025,1219135
